year,mo,da,temp,dewp,visib,wdsp,prcp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
1976,06,04,62.0,42.1,17.9,6.3,0.0,0,0,0,0,0,0
1976,06,05,65.1,40.1,22.2,6.2,0.0,0,0,0,0,0,0
1976,06,06,60.3,43.3,16.5,5.2,0.02,0,1,0,0,0,0
1976,06,07,65.9,54.0,12.8,9.9,0.0,0,1,0,0,0,0
1976,06,08,74.6,57.9,7.1,5.4,0.0,0,0,0,0,0,0
1976,06,09,76.3,56.2,8.0,5.4,0.0,0,0,0,0,0,0
1976,06,10,81.6,59.5,7.9,6.5,0.0,0,0,0,0,0,0
1976,06,11,80.7,59.6,5.2,9.8,0.0,0,0,0,0,0,0
1976,06,12,75.8,53.3,12.6,11.4,0.0,0,0,0,0,0,0
1976,06,13,63.5,47.2,20.1,8.9,0.0,0,0,0,0,0,0
1976,06,14,67.5,56.0,15.6,9.2,0.0,0,0,0,0,0,0
1976,06,15,74.9,62.6,8.5,8.7,0.0,0,1,0,0,1,0
1976,06,16,80.7,65.0,8.2,12.0,0.0,0,0,0,0,0,0
1976,06,17,75.6,65.4,9.7,7.7,0.51,1,1,0,0,1,0
1976,06,18,74.6,65.6,5.8,6.5,0.0,1,0,0,0,0,0
1976,06,19,73.7,66.6,11.0,6.6,0.0,1,0,0,0,0,0
1976,06,20,72.9,66.4,6.9,6.0,0.0,1,1,0,0,0,0
1976,06,21,75.0,66.7,10.6,8.2,0.08,1,1,0,0,0,0
1976,06,22,74.7,65.9,9.3,6.8,0.0,0,1,0,0,0,0
1976,06,23,74.7,65.7,9.7,5.9,0.0,1,0,0,0,0,0
1976,06,24,79.9,65.1,8.9,9.3,0.0,1,0,0,0,0,0
1976,06,25,80.7,65.3,10.9,11.4,0.0,0,1,0,0,0,0
1976,06,26,81.3,58.4,16.7,8.3,0.0,0,1,0,0,0,0
1976,06,27,80.1,55.9,20.5,7.9,0.0,0,0,0,0,0,0
1976,06,28,81.4,56.3,16.1,6.2,0.0,0,0,0,0,0,0
1976,06,29,75.8,63.4,7.1,7.5,0.35,1,1,0,0,1,0
1976,06,30,74.9,67.3,5.5,5.9,0.12,1,1,0,0,1,0
1976,07,01,74.8,62.8,7.4,7.1,0.24,1,1,0,0,1,0
1976,07,02,74.0,54.4,13.0,8.8,0.0,0,0,0,0,0,0
1976,07,03,74.2,53.3,13.2,7.5,99.99,0,1,0,0,1,0
1976,07,04,70.7,57.5,9.6,5.8,0.35,0,1,0,0,1,0
1976,07,05,74.5,59.2,10.5,4.4,0.0,0,0,0,0,0,0
1976,07,06,78.2,59.3,9.6,6.9,0.0,0,0,0,0,0,0
1976,07,07,74.3,62.9,8.9,6.9,0.16,1,1,0,0,0,0
1976,07,08,74.0,63.3,8.3,9.3,0.0,1,0,0,0,0,0
1976,07,09,76.6,61.9,6.1,6.6,0.0,1,1,0,0,0,0
1976,07,10,77.1,57.4,11.5,5.9,0.0,0,0,0,0,0,0
1976,07,11,76.9,61.6,10.2,8.3,0.0,0,0,0,0,0,0
1976,07,12,78.2,63.7,10.2,12.2,99.99,0,1,0,0,0,0
1976,07,13,66.0,52.9,19.7,11.5,99.99,0,1,0,0,0,0
1976,07,14,70.8,55.8,23.8,11.0,0.02,0,0,0,0,0,0
1976,07,15,72.9,56.7,13.9,5.4,0.0,0,0,0,0,0,0
1976,07,16,71.3,63.3,6.8,5.5,0.01,1,1,0,0,0,0
1976,07,17,74.3,62.7,11.6,7.3,0.75,1,1,0,0,0,0
1976,07,18,71.4,50.6,25.7,8.0,0.0,0,0,0,0,0,0
1976,07,19,77.1,52.9,18.6,7.2,0.0,0,0,0,0,0,0
1976,07,20,80.0,59.1,9.4,10.0,0.0,0,0,0,0,0,0
1976,07,21,77.0,61.4,7.7,9.3,0.0,0,1,0,0,0,0
1976,07,22,74.9,61.0,13.9,7.1,0.06,1,1,0,0,0,0
1976,07,23,69.2,61.2,11.2,6.3,0.0,1,1,0,0,0,0
1976,07,24,77.6,67.2,6.8,8.6,0.35,1,1,0,0,0,0
1976,07,25,73.1,49.6,27.5,10.1,0.0,0,0,0,0,0,0
1976,07,26,70.5,47.4,25.3,6.5,0.0,0,0,0,0,0,0
1976,07,27,74.9,59.1,15.3,7.3,0.0,0,0,0,0,0,0
1976,07,28,79.6,61.4,7.0,5.4,0.0,0,0,0,0,0,0
1976,07,29,73.5,67.3,3.0,5.3,0.02,1,1,0,0,0,0
1976,07,30,76.9,69.0,4.5,6.3,0.05,1,1,0,0,1,0
1976,07,31,74.3,66.7,6.0,4.3,0.91,0,1,0,0,0,0
1976,08,01,73.9,63.1,14.7,9.5,0.47,1,1,0,0,1,0
1976,08,02,71.2,49.1,27.1,8.3,0.0,0,0,0,0,0,0
1976,08,03,70.8,50.5,20.3,7.3,0.0,0,0,0,0,0,0
1976,08,04,72.8,55.4,10.9,4.0,0.0,0,0,0,0,0,0
1976,08,05,74.5,58.7,10.3,7.7,0.0,0,0,0,0,0,0
1976,08,06,76.8,62.3,7.9,8.3,99.99,0,1,0,0,1,0
1976,08,07,72.5,66.7,4.3,7.3,0.08,1,1,0,0,0,0
1976,08,08,71.1,67.4,6.1,6.6,0.0,1,1,0,0,0,0
1976,08,09,71.3,67.2,7.8,6.0,0.11,1,1,0,0,0,0
1976,08,10,71.2,64.6,6.9,16.6,1.42,1,1,0,0,0,0
1976,08,11,73.0,61.3,10.1,3.5,0.0,1,0,0,0,0,0
1976,08,12,76.9,63.2,7.5,6.8,0.0,1,0,0,0,0,0
1976,08,13,80.3,66.8,4.4,8.6,0.0,0,0,0,0,0,0
1976,08,14,78.1,67.1,5.6,6.8,0.28,1,1,0,0,1,0
1976,08,15,76.0,68.0,6.7,6.7,0.0,0,1,0,0,1,0
1976,08,16,69.9,58.5,17.8,9.4,0.12,0,1,0,0,1,0
1976,08,17,70.7,52.7,25.3,9.0,0.0,0,0,0,0,0,0
1976,08,18,73.8,54.4,19.7,9.5,0.0,0,0,0,0,0,0
1976,08,19,69.5,49.6,22.2,8.4,0.0,0,0,0,0,0,0
1976,08,20,70.7,55.9,15.7,4.9,0.0,0,0,0,0,0,0
1976,08,21,77.6,62.0,12.3,6.0,0.0,0,0,0,0,0,0
1976,08,22,83.3,68.1,7.9,5.1,0.0,0,0,0,0,0,0
1976,08,23,82.0,63.2,6.8,6.7,0.0,0,0,0,0,0,0
1976,08,24,77.3,61.7,8.2,8.8,0.05,0,1,0,0,0,0
1976,08,25,76.0,61.8,8.1,5.9,0.0,0,0,0,0,0,0
1976,08,26,78.5,69.1,2.8,6.0,0.0,1,0,0,0,0,0
1976,08,27,76.1,69.9,4.4,6.3,0.34,1,1,0,0,0,0
1976,08,28,76.0,69.2,3.1,5.8,0.02,1,0,0,0,0,0
1976,08,29,78.4,67.6,6.9,7.4,0.0,1,0,0,0,0,0
1976,08,30,65.2,43.0,26.5,12.6,0.0,0,0,0,0,0,0
1976,08,31,62.2,39.2,26.7,6.1,0.0,0,0,0,0,0,0
1976,09,01,69.3,52.2,14.5,8.6,0.0,0,0,0,0,0,0
1976,09,02,68.1,61.1,8.1,8.1,0.18,1,1,0,0,0,0
1976,09,03,62.4,53.9,8.9,7.3,0.01,0,0,0,0,0,0
1976,09,04,64.5,55.7,10.3,5.4,0.0,0,0,0,0,0,0
1976,09,05,70.9,60.5,7.7,8.7,0.0,1,0,0,0,0,0
1976,09,06,64.5,45.0,29.2,9.7,0.0,0,0,0,0,0,0
1976,09,07,65.7,45.2,29.4,7.1,0.0,0,0,0,0,0,0
1976,09,08,74.6,55.0,19.0,7.0,0.0,0,0,0,0,0,0
1976,09,09,71.8,56.6,10.4,6.3,0.0,0,0,0,0,0,0
1976,09,10,69.0,64.9,6.4,6.5,99.99,1,1,0,0,1,0
1976,09,11,61.7,48.9,19.1,8.7,0.47,0,0,0,0,0,0
1976,09,12,67.0,48.7,25.9,5.1,0.0,0,0,0,0,0,0
1976,09,13,74.2,57.0,12.0,4.1,0.0,0,0,0,0,0,0
1976,09,14,75.2,59.2,7.8,3.7,0.0,0,0,0,0,0,0
1976,09,15,71.3,60.7,9.2,4.7,0.0,0,0,0,0,0,0
1976,09,16,70.5,65.3,9.2,5.9,99.99,0,1,0,0,0,0
1976,09,17,72.5,68.4,6.6,7.4,1.26,1,1,0,0,0,0
1976,09,18,72.1,64.0,5.9,7.4,0.0,1,0,0,0,0,0
1976,09,19,71.4,59.8,11.0,8.1,0.0,0,0,0,0,0,0
1976,09,20,71.5,57.4,10.6,7.1,0.0,0,0,0,0,0,0
1976,09,21,65.8,60.3,4.7,6.9,0.06,1,1,0,0,0,0
1976,09,22,59.5,45.2,17.1,8.2,0.02,0,0,0,0,0,0
1976,09,23,59.4,40.6,22.7,7.7,0.0,0,0,0,0,0,0
1976,09,24,63.0,42.9,20.3,7.9,0.0,0,0,0,0,0,0
1976,09,25,58.5,43.7,18.6,6.8,0.0,0,0,0,0,0,0
1976,09,26,61.5,56.3,8.9,5.1,0.01,1,1,0,0,0,0
1976,09,27,69.6,64.6,6.5,9.0,0.24,1,1,0,0,0,0
1976,09,28,63.3,52.9,10.9,8.6,0.12,1,1,0,0,0,0
1976,09,29,55.1,40.3,16.8,7.3,0.0,0,0,0,0,0,0
1976,09,30,57.2,50.7,4.7,5.0,0.02,1,1,0,0,0,0
1976,10,01,57.2,55.2,3.6,10.0,0.14,1,1,0,0,0,0
1976,10,02,59.1,53.0,9.1,9.7,0.16,1,0,0,0,0,0
1976,10,03,59.5,56.3,8.4,8.1,0.08,1,1,0,0,1,0
1976,10,04,61.9,50.3,14.1,8.4,0.0,0,1,0,0,0,0
1976,10,05,58.8,47.4,18.7,8.5,0.02,1,1,0,0,0,0
1976,10,06,62.0,57.9,5.2,4.6,0.04,1,1,0,0,0,0
1976,10,07,64.5,60.1,3.8,4.6,0.0,1,0,0,0,0,0
1976,10,08,67.4,62.2,7.3,4.5,99.99,0,1,0,0,0,0
1976,10,09,68.4,64.2,10.2,9.1,0.35,1,1,0,0,0,0
1976,10,10,52.0,35.8,25.5,13.1,0.63,0,0,0,0,0,0
1976,10,11,49.1,32.9,21.7,6.3,0.0,0,0,0,0,0,0
1976,10,12,50.4,35.8,15.7,5.8,0.0,0,0,0,0,0,0
1976,10,13,55.5,43.8,15.6,7.6,0.0,0,0,0,0,0,0
1976,10,14,56.7,40.9,20.6,13.6,0.05,0,0,0,0,0,0
1976,10,15,55.2,34.9,23.5,10.5,0.0,0,0,0,0,0,0
1976,10,16,59.7,38.6,19.0,9.9,0.02,0,0,0,0,0,0
1976,10,17,47.5,30.0,16.6,7.3,0.0,0,0,0,0,0,0
1976,10,18,44.9,25.6,24.4,12.1,0.0,0,0,0,0,0,0
1976,10,19,41.5,26.3,19.8,5.9,0.0,0,0,0,0,0,0
1976,10,20,53.5,49.6,8.3,6.0,0.12,1,1,0,0,0,0
1976,10,21,56.5,44.2,17.5,14.8,0.0,1,1,0,0,0,0
1976,10,22,45.2,27.1,15.5,12.5,0.0,0,0,0,0,0,0
1976,10,23,43.1,24.9,17.0,8.7,0.0,0,0,0,0,0,0
1976,10,24,46.9,35.2,10.4,4.6,0.05,1,1,0,0,0,0
1976,10,25,53.0,48.9,5.6,4.9,0.2,1,1,0,0,1,0
1976,10,26,48.1,41.7,10.8,12.2,0.0,1,1,0,0,0,0
1976,10,27,35.7,19.3,20.3,9.9,0.0,0,0,0,0,0,0
1976,10,28,36.2,19.6,22.0,9.0,0.0,0,0,0,0,0,0
1976,10,29,42.5,23.4,17.9,8.6,0.0,0,0,0,0,0,0
1976,10,30,47.8,29.4,14.2,4.6,0.0,0,0,0,0,0,0
1976,10,31,52.7,44.5,8.7,6.8,0.55,1,1,0,0,0,0
1976,11,01,43.3,27.3,26.3,15.4,0.31,0,0,0,0,0,0
1976,11,02,38.3,21.7,19.2,7.7,0.0,0,0,0,0,0,0
1976,11,03,46.7,31.4,15.7,7.0,0.0,0,0,0,0,0,0
1976,11,04,50.9,42.3,9.2,5.2,0.02,1,1,0,0,0,0
1976,11,05,45.9,31.2,10.4,7.9,0.24,0,1,0,0,1,0
1976,11,06,40.8,26.4,17.5,11.3,0.0,0,0,0,0,0,0
1976,11,07,44.4,26.7,15.7,7.9,0.0,0,0,0,0,0,0
1976,11,08,36.3,22.2,22.6,12.4,0.02,0,0,1,0,0,0
1976,11,09,29.8,14.6,25.5,11.4,0.0,0,0,0,0,0,0
1976,11,10,40.3,25.0,17.5,10.3,0.04,0,1,1,0,0,0
1976,11,11,38.9,25.9,19.6,8.3,0.0,0,0,0,0,0,0
1976,11,12,35.7,17.2,21.3,9.0,0.0,0,0,0,0,0,0
1976,11,13,34.7,20.7,21.5,9.1,0.0,0,0,0,0,0,0
1976,11,14,37.3,22.2,16.8,9.5,0.0,0,0,0,0,0,0
1976,11,15,37.9,21.5,13.8,4.9,0.0,0,0,0,0,0,0
1976,11,16,38.2,23.0,16.3,6.4,0.0,0,0,0,0,0,0
1976,11,17,38.9,23.3,13.6,6.1,0.0,0,0,0,0,0,0
1976,11,18,43.4,25.8,12.7,10.9,0.0,0,0,0,0,0,0
1976,11,19,45.7,25.9,18.0,7.5,0.0,0,0,0,0,0,0
1976,11,20,42.5,22.4,23.6,12.1,0.0,0,0,0,0,0,0
1976,11,21,38.2,22.6,21.3,8.4,0.0,0,0,0,0,0,0
1976,11,22,35.7,19.4,20.4,9.3,0.02,0,0,1,0,0,0
1976,11,23,34.0,18.1,17.2,12.9,0.0,0,0,0,0,0,0
1976,11,24,32.4,16.9,12.9,9.6,0.0,0,0,0,0,0,0
1976,11,25,33.6,21.2,13.3,6.8,0.0,0,0,0,0,0,0
1976,11,26,41.8,31.1,11.6,4.8,0.0,1,0,0,0,0,0
1976,11,27,55.5,45.0,11.8,9.1,0.02,0,0,0,0,0,0
1976,11,28,50.7,48.4,2.4,4.0,0.0,1,0,0,0,0,0
1976,11,29,40.7,36.4,6.8,10.6,0.12,1,1,1,0,0,0
1976,11,30,23.3,10.6,18.7,9.7,0.24,0,0,1,0,0,0
1976,12,01,22.5,9.0,16.1,5.9,0.0,0,0,0,0,0,0
1976,12,02,32.1,21.4,15.8,6.4,0.02,1,0,1,0,0,0
1976,12,03,17.7,-0.6,22.6,11.4,0.01,0,0,0,0,0,0
1976,12,04,24.4,6.6,19.2,5.1,0.02,0,0,1,0,0,0
1976,12,05,29.8,19.6,16.4,4.7,0.0,0,0,0,0,0,0
1976,12,06,31.7,23.3,11.1,5.4,0.0,1,0,0,0,0,0
1976,12,07,47.3,42.9,10.3,9.3,1.09,1,1,0,0,0,0
1976,12,08,28.4,14.8,22.0,12.6,0.08,0,0,0,0,0,0
1976,12,09,21.6,6.0,18.8,12.0,0.0,0,0,0,0,0,0
1976,12,10,35.0,17.9,17.2,8.8,0.0,0,0,0,0,0,0
1976,12,11,41.5,23.2,14.0,9.4,0.0,0,0,0,0,0,0
1976,12,12,37.4,25.1,6.8,3.1,0.16,1,1,0,0,0,0
1976,12,13,30.9,16.9,15.9,17.6,0.05,1,0,1,0,0,0
1976,12,14,18.7,-0.1,18.2,9.6,0.0,0,0,0,0,0,0
1976,12,15,34.9,20.7,16.9,8.1,0.0,0,0,0,0,0,0
1976,12,16,38.2,26.5,8.0,6.0,0.0,0,0,0,0,0,0
1976,12,17,36.4,30.7,7.5,8.4,0.06,1,1,1,0,0,0
1976,12,18,36.6,22.6,19.6,12.5,0.02,0,0,0,0,0,0
1976,12,19,33.2,20.7,19.3,6.2,0.0,0,0,0,0,0,0
1976,12,20,40.0,34.6,6.1,4.1,0.02,1,1,0,0,0,0
1976,12,21,32.5,20.8,17.8,17.6,0.28,1,1,0,0,0,0
1976,12,22,22.1,5.8,24.0,14.2,0.0,0,0,0,0,0,0
1976,12,23,29.1,15.7,19.1,7.4,0.0,0,0,0,0,0,0
1976,12,24,29.0,13.6,24.6,8.6,0.0,0,0,0,0,0,0
1976,12,25,27.0,14.3,18.0,6.3,0.0,0,0,0,0,0,0
1976,12,26,32.4,27.2,8.5,5.9,0.43,1,1,1,0,0,0
1976,12,27,22.2,12.4,22.6,10.3,0.0,0,0,0,0,0,0
1976,12,28,22.0,17.7,8.0,7.0,0.08,0,0,1,0,0,0
1976,12,29,25.8,19.5,7.6,7.8,0.0,1,0,1,0,0,0
1976,12,30,15.6,5.0,17.4,11.3,0.0,0,0,0,0,0,0
1976,12,31,19.1,9.1,14.1,9.7,0.02,0,0,1,0,0,0
1977,01,01,17.8,7.8,21.1,14.7,0.0,0,0,0,0,0,0
1977,01,02,28.2,17.7,24.2,12.3,0.0,0,0,0,0,0,0
1977,01,03,24.7,15.5,13.8,4.9,0.51,0,0,0,0,0,0
1977,01,04,31.1,21.7,9.7,4.3,0.0,0,0,1,0,0,0
1977,01,05,27.0,17.3,13.8,5.9,0.0,0,0,0,0,0,0
1977,01,06,26.1,18.3,9.7,5.2,0.0,0,0,0,0,0,0
1977,01,07,30.0,25.4,4.9,8.8,0.24,1,0,1,0,0,0
1977,01,08,21.8,10.5,18.7,15.6,0.0,0,0,0,0,0,0
1977,01,09,23.3,10.4,16.5,6.1,0.0,0,0,0,0,0,0
1977,01,10,31.3,28.3,4.1,12.2,0.35,1,1,1,0,0,0
1977,01,11,21.1,8.6,16.3,17.0,0.24,0,0,0,0,0,0
1977,01,12,15.2,6.2,15.3,12.8,0.0,0,0,1,0,0,0
1977,01,13,14.3,3.4,13.8,7.6,0.0,0,0,0,0,0,0
1977,01,14,21.3,12.7,8.2,5.2,0.0,1,0,1,0,0,0
1977,01,15,26.3,21.1,5.8,6.9,0.43,1,0,1,0,0,0
1977,01,16,23.5,17.6,5.7,5.6,0.0,0,0,1,0,0,0
1977,01,17,7.3,-5.3,17.1,14.2,0.08,0,0,0,0,0,0
1977,01,18,3.6,-6.3,18.1,12.0,0.0,0,0,0,0,0,0
1977,01,19,12.6,2.8,18.2,8.6,0.0,0,0,0,0,0,0
1977,01,20,24.4,15.7,17.6,10.0,0.0,0,0,0,0,0,0
1977,01,21,22.7,13.9,16.5,9.4,0.0,0,0,0,0,0,0
1977,01,22,19.6,10.1,18.1,13.0,0.0,0,0,0,0,0,0
1977,01,23,19.2,9.2,18.9,10.9,0.0,0,0,0,0,0,0
1977,01,24,24.3,15.7,13.7,4.3,0.0,0,0,0,0,0,0
1977,01,25,30.7,25.9,5.4,5.0,0.08,0,0,1,0,0,0
1977,01,26,29.1,21.4,12.1,10.0,0.0,0,0,1,0,0,0
1977,01,27,27.1,12.7,20.6,10.0,0.0,0,0,0,0,0,0
1977,01,28,26.6,10.7,19.4,7.9,99.99,0,1,0,0,0,0
1977,01,29,10.3,-0.3,16.3,16.3,0.02,0,1,1,0,0,0
1977,01,30,12.7,-0.4,20.7,10.6,0.0,0,0,0,0,0,0
1977,01,31,14.3,0.9,20.9,12.4,0.0,0,0,0,0,0,0
1977,02,01,21.4,8.6,17.4,13.0,0.0,0,0,0,0,0,0
1977,02,02,24.6,13.9,20.1,10.0,0.0,0,0,1,0,0,0
1977,02,03,26.5,20.1,11.5,6.0,0.01,1,0,1,0,0,0
1977,02,04,33.5,23.0,12.6,7.5,0.0,0,0,0,0,0,0
1977,02,05,31.1,26.8,4.7,7.9,0.28,1,0,1,0,0,0
1977,02,06,14.3,2.7,23.6,18.0,0.0,0,0,0,0,0,0
1977,02,07,17.9,5.8,24.4,12.4,0.0,0,0,0,0,0,0
1977,02,08,22.8,10.9,22.1,9.5,0.0,0,0,0,0,0,0
1977,02,09,25.4,14.6,13.6,7.5,0.0,0,0,0,0,0,0
1977,02,10,36.3,24.1,10.8,8.4,0.0,0,0,0,0,0,0
1977,02,11,37.7,29.1,5.8,4.0,0.0,1,0,0,0,0,0
1977,02,12,42.1,31.9,10.5,5.7,0.0,0,0,0,0,0,0
1977,02,13,41.1,34.4,8.0,5.5,0.04,1,1,0,0,0,0
1977,02,14,39.4,24.1,20.3,11.1,0.0,0,0,0,0,0,0
1977,02,15,37.4,24.3,15.8,6.9,0.0,0,1,0,0,0,0
1977,02,16,24.7,10.5,22.0,10.2,0.0,0,0,0,0,0,0
1977,02,17,19.6,6.4,19.3,12.3,0.0,0,0,0,0,0,0
1977,02,18,23.3,9.3,15.4,6.8,0.0,0,0,0,0,0,0
1977,02,19,33.4,24.9,8.1,4.8,0.0,0,0,1,0,0,0
1977,02,20,33.7,31.4,4.3,6.9,0.12,1,1,1,0,0,0
1977,02,21,29.8,20.4,10.5,14.0,0.04,1,0,1,0,0,0
1977,02,22,28.9,15.8,16.1,9.4,0.0,0,0,0,0,0,0
1977,02,23,44.0,29.2,7.8,3.4,0.0,0,0,0,0,0,0
1977,02,24,36.9,33.6,3.4,8.5,0.0,1,1,0,0,0,0
1977,02,25,49.3,37.8,15.3,14.3,2.05,1,1,0,0,0,0
1977,02,26,45.6,29.6,22.5,9.1,0.0,0,0,0,0,0,0
1977,02,27,46.0,34.4,9.3,6.2,0.0,1,0,0,0,0,0
1977,02,28,43.0,31.9,13.2,11.3,0.16,1,1,0,0,0,0
1977,03,01,36.6,20.4,18.6,10.3,0.0,0,0,0,0,0,0
1977,03,02,35.5,15.7,20.3,11.5,0.0,0,0,0,0,0,0
1977,03,03,41.0,17.5,20.6,7.6,0.0,0,0,0,0,0,0
1977,03,04,42.5,36.1,7.2,5.1,0.16,1,1,0,0,0,0
1977,03,05,54.8,42.7,12.8,9.6,1.3,1,1,0,0,0,0
1977,03,06,47.6,29.6,14.5,8.2,0.0,0,0,0,0,0,0
1977,03,07,40.8,25.8,8.2,7.2,0.0,0,0,0,0,0,0
1977,03,08,40.2,21.6,18.1,9.7,0.0,0,0,0,0,0,0
1977,03,09,49.1,26.5,15.7,7.8,0.0,0,0,0,0,0,0
1977,03,10,54.3,35.4,14.1,7.4,0.0,0,0,0,0,0,0
1977,03,11,57.5,38.5,12.4,5.2,0.0,0,0,0,0,0,0
1977,03,12,51.7,45.9,6.8,4.4,0.0,1,0,0,0,0,0
1977,03,13,50.6,49.7,4.1,6.1,0.55,1,1,0,0,0,0
1977,03,14,53.2,44.6,14.5,12.0,0.55,1,1,0,0,0,0
1977,03,15,51.4,38.8,17.9,9.6,0.0,0,1,0,0,0,0
1977,03,16,50.9,36.1,16.7,9.8,0.0,1,0,0,0,0,0
1977,03,17,45.6,18.0,25.3,13.5,0.0,0,0,0,0,0,0
1977,03,18,37.0,25.9,11.3,6.8,0.01,1,1,1,0,0,0
1977,03,19,36.7,23.0,18.1,13.4,0.51,1,1,1,0,0,0
1977,03,20,36.4,19.6,18.0,6.2,0.0,1,1,1,0,0,0
1977,03,21,42.0,26.9,16.2,7.8,0.12,1,1,0,0,0,0
1977,03,22,43.2,36.1,8.4,9.1,0.12,1,1,0,0,0,0
1977,03,23,38.3,30.6,15.5,22.2,2.6,1,1,0,0,0,0
1977,03,24,35.6,20.5,22.8,15.5,0.0,0,0,0,0,0,0
1977,03,25,31.3,15.2,24.0,16.9,0.0,0,0,0,0,0,0
1977,03,26,39.9,19.2,25.1,12.9,0.0,0,0,0,0,0,0
1977,03,27,45.3,25.4,20.7,6.8,0.0,0,0,0,0,0,0
1977,03,28,45.0,35.0,13.0,5.1,99.99,1,1,0,0,0,0
1977,03,29,57.7,48.8,7.8,7.1,0.08,1,1,0,0,0,0
1977,03,30,68.2,55.8,9.3,5.7,0.0,1,0,0,0,0,0
1977,03,31,63.0,47.7,17.3,11.2,0.0,0,0,0,0,0,0
1977,04,01,48.9,21.6,26.9,13.1,0.0,0,0,0,0,0,0
1977,04,02,46.1,32.3,13.1,7.1,0.08,1,1,0,0,0,0
1977,04,03,55.8,43.6,12.0,9.9,0.98,1,1,0,0,0,0
1977,04,04,47.9,19.5,19.2,7.6,0.0,1,1,0,0,0,0
1977,04,05,42.9,41.7,3.9,7.8,0.71,1,1,0,0,0,0
1977,04,06,44.8,29.3,20.8,11.8,0.01,0,1,1,0,0,0
1977,04,07,38.7,20.4,21.6,7.1,0.02,0,0,0,0,0,0
1977,04,08,42.1,23.8,19.6,10.1,0.0,0,0,0,0,0,0
1977,04,09,34.4,10.7,26.7,7.8,0.0,0,0,0,0,0,0
1977,04,10,43.5,18.6,21.4,4.1,0.0,0,0,0,0,0,0
1977,04,11,49.8,31.1,15.0,4.5,0.0,0,1,0,0,0,0
1977,04,12,63.5,44.2,10.9,5.9,0.0,0,0,0,0,0,0
1977,04,13,75.4,41.1,12.7,5.8,0.0,0,0,0,0,0,0
1977,04,14,68.1,35.4,19.9,8.8,0.0,0,0,0,0,0,0
1977,04,15,56.6,26.3,21.9,7.3,0.0,0,0,0,0,0,0
1977,04,16,58.4,23.6,24.0,10.8,0.0,0,0,0,0,0,0
1977,04,17,59.0,17.9,25.7,8.4,0.0,0,0,0,0,0,0
1977,04,18,58.7,29.6,18.7,6.5,0.0,0,0,0,0,0,0
1977,04,19,61.7,38.8,10.0,6.7,0.0,0,0,0,0,0,0
1977,04,20,54.9,43.2,13.8,6.1,0.0,0,0,0,0,0,0
1977,04,21,59.0,47.4,9.5,3.5,0.0,1,0,0,0,0,0
1977,04,22,68.4,54.4,9.5,7.9,0.0,0,0,0,0,0,0
1977,04,23,72.4,56.7,10.9,9.1,0.0,0,1,0,0,0,0
1977,04,24,49.1,47.2,4.4,9.4,0.08,1,1,0,0,0,0
1977,04,25,48.2,43.3,7.9,7.3,0.39,1,1,0,0,0,0
1977,04,26,48.5,45.6,4.1,4.9,0.04,1,1,0,0,0,0
1977,04,27,50.4,43.7,7.0,5.0,0.01,1,1,0,0,0,0
1977,04,28,56.8,42.8,11.8,9.1,0.08,0,1,0,0,0,0
1977,04,29,47.6,26.2,24.9,10.7,0.12,0,1,0,0,0,0
1977,04,30,55.3,29.7,23.8,6.0,0.0,0,0,0,0,0,0
1977,05,01,59.9,39.5,15.2,6.5,0.0,0,0,0,0,0,0
1977,05,02,62.7,50.8,11.1,9.8,0.0,0,1,0,0,0,0
1977,05,03,64.8,39.9,18.5,8.7,0.02,0,0,0,0,0,0
1977,05,04,56.3,34.1,16.9,7.1,0.0,0,1,0,0,0,0
1977,05,05,54.9,51.2,3.1,4.9,0.59,1,1,0,0,0,0
1977,05,06,65.8,59.3,4.0,7.2,0.0,1,1,0,0,1,0
1977,05,07,68.8,46.1,16.7,9.1,0.02,0,0,0,0,1,0
1977,05,08,58.2,27.2,29.8,9.1,0.0,0,0,0,0,0,0
1977,05,09,44.4,36.5,13.5,11.6,0.16,0,1,1,0,0,0
1977,05,10,49.5,34.1,20.2,14.8,0.0,0,1,0,0,0,0
1977,05,11,58.3,33.6,26.8,10.3,0.0,0,0,0,0,0,0
1977,05,12,63.3,35.4,22.0,7.2,0.0,0,0,0,0,0,0
1977,05,13,69.4,39.6,19.9,12.6,0.0,0,0,0,0,0,0
1977,05,14,61.7,25.5,27.5,10.8,0.0,0,0,0,0,0,0
1977,05,15,61.6,28.0,29.8,7.4,0.0,0,0,0,0,0,0
1977,05,16,64.7,38.6,19.5,5.7,0.0,0,0,0,0,0,0
1977,05,17,73.8,47.9,12.8,8.4,0.0,0,0,0,0,0,0
1977,05,18,80.2,55.7,6.8,7.4,0.0,0,0,0,0,1,0
1977,05,19,67.4,60.3,6.0,6.3,0.16,0,1,0,0,1,0
1977,05,20,65.4,55.0,7.7,5.9,0.0,0,0,0,0,0,0
1977,05,21,71.1,57.7,9.0,6.7,0.0,0,0,0,0,0,0
1977,05,22,71.8,56.1,14.0,8.2,0.0,0,0,0,0,0,0
1977,05,23,71.5,59.5,12.7,6.4,0.0,0,0,0,0,0,0
1977,05,24,74.7,60.9,7.5,8.2,0.0,0,0,0,0,0,0
1977,05,25,75.9,59.3,12.4,10.0,0.0,0,0,0,0,0,0
1977,05,26,74.0,50.9,18.1,8.7,0.0,0,0,0,0,0,0
