Date,stn,wban,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,flag_max,min,flag_min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
1984-12-13,727410,99999,16.6,7,9.4,7,1020.0,7,961.6,7,9.9,7,7.2,7,12.0,999.9,37.0,,9.0,,0.0,D,2.0,0,0,0,0,0,0
1984-12-14,727410,99999,19.0,7,14.2,7,1028.6,7,969.9,7,8.1,7,5.3,7,6.0,999.9,25.0,*,9.0,,0.13,G,5.1,0,0,1,0,0,0
1984-12-15,727410,99999,24.4,5,20.4,5,1025.4,5,967.4,5,9.9,5,5.0,5,9.9,999.9,26.1,,15.1,,0.14,G,5.1,0,0,0,0,0,0
1984-12-16,727410,99999,39.6,7,36.8,7,1004.3,7,948.3,7,5.3,7,12.4,7,25.1,999.9,46.9,,21.9,,0.62,G,1.6,0,1,0,0,0,0
1984-12-17,727410,99999,23.4,7,18.6,7,1015.8,7,958.6,7,8.1,7,8.1,7,15.0,999.9,46.9,,18.0,,0.05,G,999.9,0,1,1,0,0,0
1984-12-18,727410,99999,6.1,7,-0.6,7,1027.2,7,967.9,7,9.4,7,8.1,7,11.1,999.9,23.0,,-8.0,,0.08,G,2.0,0,0,1,0,0,0
1984-12-19,725030,14732,41.8,24,30.9,24,1019.2,24,1018.1,24,9.2,24,9.1,24,15.9,24.1,59.0,,37.0,,0.0,G,999.9,1,1,0,0,0,0
1984-12-20,727410,99999,16.4,7,11.0,7,1016.3,7,958.8,7,9.9,7,9.5,7,15.0,999.9,21.9,*,6.1,,0.0,D,2.0,0,0,1,0,0,0
1984-12-21,727410,99999,21.7,6,17.8,6,1008.0,6,951.1,6,6.8,6,6.7,6,8.9,999.9,26.1,,9.0,,0.1,G,3.1,0,0,1,0,0,0
1984-12-22,722950,23174,52.5,24,32.1,24,1023.4,24,1019.7,24,25.7,24,7.8,24,13.0,999.9,64.9,*,42.4,,0.0,G,999.9,0,0,0,0,0,0
1984-12-23,727410,99999,1.9,7,-7.1,7,1019.4,7,959.7,7,9.9,7,4.7,7,8.0,999.9,18.0,,-6.0,,0.06,G,9.1,0,0,1,0,0,0
1984-12-24,727410,99999,-3.5,6,-10.8,5,1022.2,6,962.1,6,9.9,6,6.7,6,12.0,999.9,8.1,,-7.1,,0.0,D,9.1,0,0,0,0,0,0
1984-12-25,727410,99999,-1.8,6,-9.7,6,1025.3,6,964.9,6,9.9,6,9.3,6,12.0,999.9,12.0,*,-14.1,,0.0,D,9.1,0,0,0,0,0,0
1984-12-26,727410,99999,4.2,7,-3.0,7,1034.5,7,974.1,7,9.9,7,7.3,7,12.0,999.9,12.9,,-14.1,,0.0,D,7.9,0,0,1,0,0,0
1984-12-27,727410,99999,20.1,6,15.9,6,1024.5,6,965.8,6,8.0,6,5.5,6,8.0,999.9,28.0,,0.0,,0.03,G,7.1,0,1,1,0,0,0
1984-12-28,727410,99999,35.6,7,34.3,7,1007.1,7,950.5,7,2.0,7,5.9,7,8.0,999.9,39.0,*,18.0,,0.0,G,5.1,1,1,0,0,0,0
1984-12-29,727410,99999,23.4,6,18.5,6,1011.2,6,954.2,6,7.0,6,9.5,6,20.0,999.9,39.0,,8.1,*,0.02,G,3.9,0,1,0,0,0,0
1984-12-30,727410,99999,-0.3,7,-10.6,7,1031.8,7,971.5,7,9.9,7,3.1,7,5.1,999.9,3.9,*,-6.0,,0.0,G,3.9,0,0,0,0,0,0
1984-12-31,727410,99999,4.6,6,-6.2,6,1034.2,6,973.9,6,7.3,6,6.3,6,9.9,999.9,10.0,*,-6.0,,0.18,G,5.5,0,0,1,0,0,0
1985-01-01,727410,99999,9.9,7,2.0,7,1026.7,7,967.2,7,9.7,7,6.7,7,8.0,999.9,16.0,*,0.0,,0.18,G,5.1,0,0,1,0,0,0
1985-01-02,722950,23174,56.3,24,29.0,24,1025.0,24,1021.3,24,22.5,24,3.8,24,7.0,999.9,66.9,*,42.3,,0.0,D,999.9,0,0,0,0,0,0
1985-01-03,727410,99999,2.1,7,-6.4,7,1033.2,7,972.6,7,9.9,7,7.5,7,9.9,999.9,21.9,*,-11.0,,0.0,G,4.3,0,0,0,0,0,0
1985-01-04,722950,23174,60.9,24,25.7,24,1024.8,24,1021.0,24,21.1,24,4.9,24,10.1,999.9,75.9,*,47.1,,0.0,D,999.9,0,0,0,0,0,0
1985-01-05,727410,99999,29.4,7,27.0,7,1018.4,7,960.9,7,9.9,7,9.0,7,12.0,999.9,34.0,*,12.0,,0.0,D,3.9,0,0,0,0,0,0
1985-01-06,727410,99999,25.5,7,21.6,7,1009.4,7,952.6,7,6.0,7,5.0,7,8.0,999.9,35.1,,21.0,,0.0,D,3.9,1,0,0,0,0,0
1985-01-07,725030,14732,38.7,24,29.3,24,1011.2,24,1010.0,24,10.2,24,9.1,24,18.1,22.0,46.9,,26.1,,0.0,G,999.9,0,0,0,0,0,0
1985-01-08,727410,99999,13.7,5,5.3,5,1022.3,5,964.4,5,8.0,5,7.0,5,9.9,999.9,26.1,,1.0,,0.01,G,3.9,0,0,1,0,0,0
1985-01-09,725030,14732,19.3,24,7.0,24,1023.5,24,1022.3,24,17.8,24,20.4,24,25.1,33.0,39.0,,16.0,,0.0,G,999.9,0,0,0,0,0,0
1985-01-10,725030,14732,21.3,24,6.2,24,1031.0,24,1029.8,24,14.9,24,12.0,24,26.0,999.9,28.0,*,16.0,,0.0,G,999.9,0,0,0,0,0,0
1985-01-11,727410,99999,10.5,7,3.5,7,1032.5,7,972.9,7,9.9,7,5.8,7,9.9,999.9,21.9,,5.0,,0.02,G,4.3,0,0,1,0,0,0
1985-01-12,727410,99999,7.9,7,-1.0,7,1027.7,7,968.1,7,9.9,7,8.4,7,9.9,999.9,19.9,*,-0.9,,0.0,G,3.9,0,0,1,0,0,0
1985-01-13,727410,99999,16.7,7,12.1,7,1005.6,7,947.8,7,9.9,7,9.9,7,14.0,999.9,24.1,*,-0.9,,0.0,D,3.9,0,0,0,0,0,0
1985-01-14,722950,23174,55.0,24,37.1,24,1018.0,24,1014.3,24,20.3,24,5.5,24,11.1,999.9,68.0,,40.6,,0.0,D,999.9,0,0,0,0,0,0
1985-01-15,722950,23174,53.8,24,39.9,24,1018.8,24,1015.1,24,15.5,24,5.5,24,10.1,999.9,67.6,,42.6,,0.0,D,999.9,0,0,0,0,0,0
1985-01-16,725030,14732,18.0,24,5.1,24,1020.8,24,1019.6,24,16.8,24,21.7,24,27.0,40.0,36.0,,12.9,,0.0,D,999.9,0,0,0,0,0,0
1985-01-17,725030,14732,24.9,24,17.1,24,1012.7,24,1011.5,24,8.4,24,9.3,24,15.9,999.9,30.9,*,12.9,,0.16,G,3.5,1,0,1,0,0,0
1985-01-18,727410,99999,13.7,4,9.5,4,1000.5,4,942.9,4,7.7,4,4.8,4,11.1,999.9,19.9,,9.0,,0.05,G,6.3,0,0,1,0,0,0
1985-01-19,725030,14732,32.6,24,23.4,24,999.4,24,998.2,24,7.7,24,10.5,24,21.0,28.0,34.0,,30.0,*,0.02,G,2.4,1,0,1,0,0,0
1985-01-20,725020,14734,13.4,24,4.0,24,1003.3,24,1002.2,24,13.4,24,15.0,24,22.0,32.1,32.0,,5.0,*,0.04,D,2.0,1,0,1,0,0,0
1985-01-21,722950,23174,54.3,24,44.5,24,1017.6,24,1013.9,24,6.5,24,5.5,24,8.9,999.9,55.9,,52.2,,0.0,D,999.9,0,0,0,0,0,0
1985-01-22,727410,99999,15.1,7,8.6,7,1017.7,7,959.3,7,9.9,7,9.3,7,14.0,999.9,25.0,*,-2.0,,0.0,G,6.3,0,0,0,0,0,0
1985-01-23,727410,99999,17.9,7,12.3,7,1009.5,7,951.9,7,9.9,7,7.2,7,11.1,999.9,21.9,*,7.0,,0.0,G,6.3,0,0,1,0,0,0
1985-01-24,722950,23174,56.3,24,43.9,24,1017.9,24,1014.1,24,12.6,24,6.3,24,11.1,999.9,64.9,*,48.9,,0.0,D,999.9,0,0,0,0,0,0
1985-01-25,727410,99999,5.3,6,0.5,6,1012.2,6,953.7,6,9.9,6,11.3,6,15.0,999.9,19.9,,-0.9,,0.11,G,7.1,0,0,1,0,0,0
1985-01-26,722950,23174,56.1,24,48.2,24,1020.2,24,1016.4,24,9.8,24,3.6,24,11.1,999.9,67.3,,49.8,,0.0,D,999.9,0,0,0,0,0,0
1985-01-27,722950,23174,53.6,24,43.0,24,1020.9,24,1017.2,24,18.6,24,7.4,24,17.1,26.0,63.1,,44.8,,0.0,D,999.9,0,0,0,0,0,0
1985-01-28,725020,14734,26.8,24,13.3,24,1010.9,24,1009.8,24,13.2,24,7.6,24,14.0,999.9,37.9,*,19.0,,0.0,D,999.9,0,0,0,0,0,0
1985-01-29,725020,14734,28.6,24,13.4,24,1016.6,24,1015.5,24,17.8,24,10.4,24,13.0,999.9,39.0,,21.0,,0.0,D,999.9,0,0,0,0,0,0
1985-01-30,725020,14734,25.6,24,11.2,24,1023.1,24,1022.0,24,14.7,24,7.3,24,11.1,999.9,34.0,,19.0,,0.0,C,999.9,0,0,0,0,0,0
1985-01-31,727410,99999,-7.4,5,-14.8,5,1023.1,5,963.1,5,9.9,5,5.8,5,7.0,999.9,10.9,,-27.0,,0.0,C,7.1,0,0,0,0,0,0
1985-02-01,722950,23174,49.3,24,23.3,24,1017.2,24,1013.5,24,24.9,24,8.2,24,19.0,999.9,58.8,,39.0,,0.0,D,999.9,0,0,0,0,0,0
1985-02-02,727410,99999,-14.1,7,-26.7,7,1026.5,7,965.3,7,9.9,7,5.7,7,11.1,999.9,1.9,*,-27.9,,0.0,D,7.1,0,0,0,0,0,0
1985-02-03,725020,14734,21.8,24,13.8,24,1024.1,24,1023.0,24,14.5,24,11.4,24,18.1,21.0,33.1,,14.0,,0.51,G,2.8,1,0,1,0,0,0
1985-02-04,727410,99999,-9.7,7,-17.3,7,1033.5,7,972.5,7,9.9,7,4.3,7,6.0,999.9,5.0,*,-22.0,,0.0,D,7.1,0,0,0,0,0,0
1985-02-05,722950,23174,49.8,24,28.5,24,1020.3,24,1016.6,24,25.1,24,4.9,24,13.0,999.9,57.6,,39.0,,0.0,D,999.9,0,0,0,0,0,0
1985-02-06,727410,99999,11.0,7,5.8,7,1015.2,7,956.4,7,8.6,7,4.5,7,6.0,999.9,17.1,*,-8.0,,0.03,G,7.1,0,0,1,0,0,0
1985-02-07,722950,23174,50.2,24,40.6,24,1022.1,24,1018.4,24,9.1,24,5.8,24,11.1,999.9,57.2,,41.9,,0.0,D,999.9,0,0,0,0,0,0
1985-02-08,727410,99999,-4.8,5,-13.6,5,1034.9,5,974.1,5,9.9,5,3.0,5,5.1,999.9,14.0,,-23.1,,0.04,G,9.4,0,0,0,0,0,0
1985-02-09,725030,14732,21.7,24,10.6,24,1013.6,24,1012.4,24,17.0,24,22.9,24,32.1,44.1,28.0,*,12.9,,0.0,G,4.7,0,0,0,0,0,0
1985-02-10,722950,23174,52.1,24,34.4,24,1021.3,24,1017.5,24,20.3,24,5.4,24,11.1,999.9,60.1,*,42.6,,0.22,G,999.9,0,0,0,0,0,0
1985-02-11,725020,14734,30.5,24,19.3,24,1025.7,24,1024.6,24,12.8,24,6.9,24,11.1,999.9,39.0,,24.1,,0.0,D,4.7,0,0,0,0,0,0
1985-02-12,727410,99999,11.6,7,5.8,7,1023.5,7,964.7,7,9.7,7,9.7,7,12.0,999.9,19.9,,5.0,,0.04,G,14.2,0,0,1,0,0,0
1985-02-13,727410,99999,5.3,6,-1.9,6,1020.4,6,961.3,6,9.9,6,9.0,6,13.0,999.9,16.0,,0.0,,0.0,G,14.2,0,0,0,0,0,0
1985-02-14,727410,99999,10.1,7,3.0,7,1016.6,7,957.8,7,9.9,7,11.2,7,15.0,999.9,19.0,,0.0,,0.0,G,14.2,0,0,1,0,0,0
1985-02-15,727410,99999,2.8,6,-4.8,6,1017.9,6,959.9,6,9.9,6,6.3,6,9.9,999.9,15.1,,-9.0,,0.0,D,14.2,0,0,0,0,0,0
1985-02-16,727410,99999,11.9,7,5.2,7,1006.3,7,948.4,7,9.0,7,6.7,7,9.9,999.9,21.9,*,-9.0,,0.01,G,14.2,0,0,1,0,0,0
1985-02-17,725030,14732,34.8,24,18.5,24,1019.0,24,1017.8,24,11.4,24,11.1,24,17.1,24.1,45.0,*,23.0,,0.0,G,999.9,0,0,0,0,0,0
1985-02-18,727410,99999,18.3,7,12.6,7,1018.7,7,960.4,7,7.7,7,9.0,7,18.1,999.9,30.0,,7.0,,0.11,G,15.0,0,0,1,0,0,0
1985-02-19,727410,99999,13.4,7,6.3,7,1023.4,7,964.2,7,9.7,7,6.9,7,9.9,999.9,27.0,,-2.0,,0.01,G,15.0,0,0,1,0,0,0
1985-02-20,725020,14734,35.0,24,10.5,24,1026.2,24,1025.1,24,17.8,24,8.1,24,13.0,999.9,48.0,,27.0,,0.0,D,999.9,0,0,0,0,0,0
1985-02-21,725030,14732,37.0,24,20.5,24,1032.8,24,1031.6,24,10.7,24,6.9,24,18.1,999.9,44.1,,28.9,,0.0,G,999.9,0,0,0,0,0,0
1985-02-22,722950,23174,57.9,24,42.6,24,1014.7,24,1011.0,24,13.9,24,6.5,24,11.1,999.9,73.9,,47.7,,0.0,D,999.9,0,0,0,0,0,0
1985-02-23,722950,23174,56.1,24,50.3,24,1019.5,24,1015.8,24,9.5,24,6.4,24,13.0,999.9,70.5,,47.7,,0.0,D,999.9,0,0,0,0,0,0
1985-02-24,725030,14732,60.2,24,44.6,24,1014.8,24,1013.6,24,10.5,24,12.0,24,17.1,999.9,73.0,*,51.1,,0.0,C,999.9,0,0,0,0,0,0
1985-02-25,727410,99999,30.0,7,25.1,7,1017.8,7,960.5,7,9.9,7,7.5,7,9.9,999.9,33.1,,26.1,,0.02,G,7.9,0,0,0,0,0,0
1985-02-26,725020,14734,43.8,24,31.0,24,1025.5,24,1024.4,24,11.1,24,6.2,24,10.1,999.9,48.0,*,42.1,,0.04,D,999.9,1,1,0,0,0,0
1985-02-27,727410,99999,14.0,6,7.8,6,1026.6,6,967.8,6,8.8,6,6.6,6,8.0,999.9,32.0,,3.9,,0.12,G,9.1,0,0,1,0,0,0
1985-02-28,725030,14732,31.8,24,15.2,24,1025.3,24,1024.1,24,17.2,24,14.9,24,28.0,35.9,55.0,,23.0,,0.0,G,999.9,0,0,0,0,0,0
1985-03-01,725020,14734,38.7,24,17.2,24,1021.8,24,1020.6,24,16.9,24,10.9,24,15.0,999.9,53.1,*,28.9,,0.0,D,999.9,0,0,0,0,0,0
1985-03-02,725020,14734,49.0,24,27.2,24,1011.9,24,1010.8,24,15.9,24,10.3,24,21.0,34.0,59.0,*,39.9,,0.0,D,999.9,0,0,0,0,0,0
1985-03-03,722950,23174,51.0,24,28.8,24,1014.1,24,1010.4,24,30.7,24,11.1,24,30.1,35.9,59.0,*,44.1,,0.0,D,999.9,0,0,0,0,0,0
1985-03-04,727410,99999,16.8,6,11.8,6,1008.5,6,950.9,6,0.5,6,17.7,6,20.0,999.9,19.9,,15.1,,1.12,G,20.1,0,0,1,0,0,0
1985-03-05,727410,99999,15.2,7,12.0,7,1014.2,7,956.0,7,7.8,7,9.0,7,15.0,999.9,24.1,*,7.0,,0.1,G,20.9,0,0,1,0,0,0
1985-03-06,727410,99999,14.0,6,9.0,6,1034.8,6,975.1,6,9.9,6,6.0,6,12.0,999.9,28.0,*,-6.0,,0.02,G,20.5,0,0,0,0,0,0
1985-03-07,725020,14734,30.5,24,12.7,24,1038.9,24,1037.8,24,17.3,24,8.8,24,12.0,999.9,39.0,*,23.0,,0.0,D,999.9,0,0,0,0,0,0
1985-03-08,722950,23174,53.2,24,42.6,24,1020.1,24,1016.4,24,14.2,24,6.3,24,12.0,999.9,59.2,,46.0,,0.0,D,999.9,0,0,0,0,0,0
1985-03-09,727410,99999,33.7,7,23.7,7,1022.3,7,964.6,7,9.9,7,8.7,7,15.9,999.9,48.0,*,19.9,,0.0,D,16.1,0,0,0,0,0,0
1985-03-10,725020,14734,43.1,24,23.0,24,1021.2,24,1020.1,24,18.3,24,6.0,24,12.0,999.9,55.9,*,30.9,,0.0,G,999.9,0,0,0,0,0,0
1985-03-11,727410,99999,35.1,7,26.1,7,1009.3,7,952.7,7,8.3,7,4.9,7,8.0,999.9,53.1,,21.9,,0.05,G,12.6,0,0,1,0,0,0
1985-03-12,727410,99999,31.5,6,23.7,6,1016.2,6,959.1,6,8.3,6,7.2,6,9.9,999.9,41.0,*,21.9,,0.37,G,16.1,0,0,1,0,0,0
1985-03-13,727410,99999,34.0,6,28.2,6,1013.3,6,956.8,6,9.3,6,8.0,6,9.9,999.9,41.0,,21.9,,0.15,G,15.4,0,0,1,0,0,0
1985-03-14,722950,23174,56.7,24,47.8,24,1015.0,24,1011.3,24,13.0,24,6.9,24,13.0,999.9,61.0,*,47.1,,0.0,D,999.9,0,0,0,0,0,0
1985-03-15,725020,14734,41.1,24,19.7,24,1013.5,24,1012.4,24,19.7,24,14.7,24,25.1,35.9,51.1,,37.0,,0.0,D,999.9,0,0,0,0,0,0
1985-03-16,725020,14734,36.0,24,12.2,24,1022.1,24,1020.9,24,21.3,24,11.3,24,19.0,999.9,55.9,,28.0,,0.0,D,999.9,0,0,0,0,0,0
1985-03-17,727410,99999,32.3,7,23.3,7,1022.0,7,964.5,7,9.9,7,8.3,7,15.0,999.9,41.0,,23.0,,0.0,G,11.0,0,0,0,0,0,0
1985-03-18,727410,99999,30.3,7,21.2,7,1021.3,7,963.8,7,9.9,7,6.6,7,12.0,999.9,45.0,*,16.0,,0.0,D,9.8,0,0,0,0,0,0
1985-03-19,727410,99999,39.8,7,24.3,7,1013.1,7,956.4,7,9.9,7,7.6,7,15.0,999.9,52.0,*,17.1,,0.0,D,9.1,0,0,0,0,0,0
1985-03-20,727410,99999,33.3,7,19.4,7,1022.3,7,964.3,6,9.9,7,6.4,7,9.9,999.9,52.0,,21.0,,0.0,D,7.5,0,0,0,0,0,0
1985-03-21,727410,99999,33.6,6,19.8,6,1024.9,6,967.2,6,9.9,6,7.3,6,11.1,999.9,43.0,*,21.0,,0.0,D,6.7,0,0,1,0,0,0
1985-03-22,725020,14734,37.4,24,11.3,24,1027.5,24,1026.5,24,19.1,24,8.1,24,11.1,999.9,46.0,,28.9,,0.0,G,999.9,0,0,0,0,0,0
1985-03-23,722950,23174,59.6,24,45.2,24,1016.7,24,1013.0,24,8.3,24,6.5,24,11.1,999.9,71.2,,49.1,,0.0,D,999.9,0,0,0,0,0,0
1985-03-24,722950,23174,60.0,24,43.6,24,1015.6,24,1012.0,24,5.9,24,5.4,24,11.1,999.9,72.7,,49.1,,0.0,D,999.9,0,0,0,0,0,0
1985-03-25,722950,23174,57.3,24,47.3,24,1013.0,24,1009.3,24,9.7,24,6.7,24,15.9,999.9,66.7,,50.9,,0.0,D,999.9,0,0,0,0,0,0
1985-03-26,722950,23174,56.0,24,44.9,24,1015.8,24,1012.0,24,14.8,24,6.7,24,15.0,19.0,62.1,*,50.9,,0.0,D,999.9,0,0,0,0,0,0
1985-03-27,725020,14734,55.8,24,24.6,24,1017.9,24,1016.9,24,19.1,24,8.4,24,15.0,20.0,75.0,*,37.9,,0.0,D,999.9,0,0,0,0,0,0
1985-03-28,727410,99999,38.4,7,29.4,7,1004.3,7,948.5,7,9.9,7,6.6,7,12.0,999.9,53.1,,30.0,,0.0,G,999.9,0,0,0,0,0,0
1985-03-29,727410,99999,31.8,7,27.6,7,1009.6,7,953.0,7,9.9,7,6.9,7,11.1,999.9,46.0,,28.0,,0.4,G,2.0,0,1,1,0,0,0
1985-03-30,722950,23174,57.7,24,32.4,24,1022.5,24,1018.7,24,23.6,24,9.1,24,20.0,26.0,66.0,*,46.9,,0.0,G,999.9,0,0,0,0,0,0
1985-03-31,727410,99999,27.9,7,21.6,7,1012.4,7,955.3,7,5.5,7,8.5,7,11.1,999.9,37.9,,17.1,,0.46,G,7.9,0,0,1,0,0,0
1985-04-01,722950,23174,65.9,24,41.8,24,1019.4,24,1015.6,24,18.7,24,5.6,24,13.0,999.9,88.0,*,48.9,,0.0,D,999.9,0,0,0,0,0,0
1985-04-02,722950,23174,72.2,24,40.5,24,1018.9,24,1015.2,24,22.2,24,6.1,24,12.0,999.9,89.1,*,53.6,,0.0,D,999.9,0,0,0,0,0,0
1985-04-03,722950,23174,63.3,24,47.2,24,1014.7,24,1011.0,24,14.5,24,6.2,24,12.0,999.9,90.1,,55.0,,0.0,D,999.9,1,0,0,0,0,0
1985-04-04,727410,99999,34.6,7,23.9,7,1004.9,7,948.8,7,9.9,7,6.7,7,9.9,999.9,48.9,,24.1,,0.0,D,3.9,0,0,0,0,0,0
1985-04-05,725020,14734,61.2,24,47.0,24,1009.6,24,1008.5,24,12.6,24,8.3,24,15.9,24.1,82.9,*,51.1,,0.0,G,999.9,0,0,0,0,0,0
1985-04-06,727410,99999,32.8,7,23.7,7,1003.0,7,946.2,7,9.9,7,12.7,7,20.0,999.9,39.9,*,25.0,,0.0,D,3.1,0,0,0,0,0,0
1985-04-07,727410,99999,33.1,6,23.0,6,1014.6,6,957.8,6,9.9,6,7.8,6,15.0,999.9,42.1,,26.1,,0.0,D,2.0,0,0,0,0,0,0
1985-04-08,727410,99999,27.3,7,24.1,7,1025.4,7,967.7,7,9.9,7,11.5,7,15.0,999.9,37.9,,19.9,,0.01,G,2.0,0,0,1,0,0,0
1985-04-09,722950,23174,55.0,24,49.1,24,1016.2,24,1012.5,24,1.5,24,6.2,24,13.0,999.9,61.2,,52.5,,0.0,D,999.9,1,0,0,0,0,0
1985-04-10,725020,14734,37.5,24,15.6,24,1025.0,24,1024.0,24,17.2,24,12.4,24,17.1,27.0,48.9,*,30.0,,0.0,G,999.9,0,0,0,0,0,0
1985-04-11,727410,99999,43.3,7,23.0,7,1019.7,7,963.0,7,9.9,7,5.7,7,9.9,999.9,57.9,,28.9,,0.0,D,999.9,0,0,0,0,0,0
1985-04-12,725030,14732,53.3,24,34.9,24,1028.1,24,1026.9,24,13.0,24,10.4,24,17.1,999.9,64.0,*,39.9,,0.0,D,999.9,0,0,0,0,0,0
1985-04-13,725030,14732,51.8,24,30.7,24,1032.2,24,1030.9,24,13.8,24,9.4,24,15.0,999.9,64.0,,44.1,,0.0,G,999.9,0,0,0,0,0,0
1985-04-14,727410,99999,42.5,6,39.5,6,1016.0,6,959.8,6,4.8,6,4.7,6,6.0,999.9,48.0,,36.0,,0.45,G,999.9,1,0,0,0,0,0
1985-04-15,727410,99999,48.0,6,38.3,6,1011.1,6,955.2,6,8.3,6,5.2,6,8.9,999.9,69.1,*,32.0,,0.0,G,999.9,1,0,0,0,0,0
1985-04-16,727410,99999,46.9,7,26.0,7,1018.3,7,962.4,7,9.9,7,7.0,7,9.9,999.9,69.1,,32.0,,0.0,D,999.9,0,0,0,0,0,0
1985-04-17,722950,23174,59.3,24,46.2,24,1013.8,24,1010.1,24,20.9,24,8.9,24,14.0,999.9,65.1,,53.8,,0.0,D,999.9,0,0,0,0,0,0
1985-04-18,727410,99999,51.3,7,36.9,7,1008.1,7,952.3,7,9.9,7,5.6,7,8.0,999.9,79.0,*,32.0,,0.0,D,999.9,0,0,0,0,0,0
1985-04-19,725020,14734,73.0,24,53.9,24,1012.6,24,1011.5,24,11.4,24,11.4,24,29.9,46.0,88.0,*,64.0,,0.0,D,999.9,0,1,0,0,1,0
1985-04-20,727410,99999,65.8,6,50.7,6,1006.0,6,952.0,6,9.9,6,10.3,6,20.0,999.9,75.9,,57.0,,0.0,D,999.9,0,0,0,0,0,0
1985-04-21,722950,23174,55.2,24,42.1,24,1011.9,24,1008.2,24,15.6,24,9.0,24,22.0,25.1,62.4,,49.8,,0.0,D,999.9,0,0,0,0,0,0
1985-04-22,725020,14734,64.3,24,55.9,24,1016.1,24,1015.0,24,4.3,24,5.7,24,12.0,999.9,87.1,*,53.1,,0.0,D,999.9,1,0,0,0,0,0
1985-04-23,725030,14732,56.6,24,49.0,24,1019.8,24,1018.6,24,5.4,24,10.5,24,15.9,999.9,63.0,*,50.0,,0.0,G,999.9,1,0,0,0,0,0
1985-04-24,722950,23174,62.2,24,50.0,24,1013.8,24,1010.1,24,10.8,24,8.1,24,14.0,999.9,69.1,*,52.9,,0.0,D,999.9,0,0,0,0,0,0
1985-04-25,727410,99999,45.3,7,35.9,7,1010.3,7,954.4,7,9.9,7,7.2,7,15.9,999.9,59.0,*,35.1,,0.07,G,999.9,0,0,0,0,0,0
1985-04-26,722950,23174,66.4,24,18.1,24,1006.8,24,1003.1,24,16.2,24,13.0,24,22.9,32.1,75.9,*,60.6,,0.0,D,999.9,0,0,0,0,0,0
1985-04-27,725020,14734,67.7,24,42.6,24,1010.6,24,1009.4,24,18.3,24,10.4,24,21.0,28.9,82.9,,60.1,,0.0,D,999.9,0,0,0,0,0,0
1985-04-28,722950,23174,57.5,24,45.4,24,1016.5,24,1012.8,24,10.1,24,8.5,24,14.0,999.9,81.1,,50.9,,0.0,D,999.9,1,0,0,0,0,0
1985-04-29,722950,23174,54.7,24,44.8,24,1019.9,24,1016.2,24,8.4,24,6.8,24,12.0,999.9,64.6,,50.2,,0.0,D,999.9,0,0,0,0,0,0
1985-04-30,725020,14734,69.5,24,39.0,24,1018.3,24,1017.2,24,17.5,24,7.6,24,17.1,21.0,87.1,*,55.0,,0.0,D,999.9,0,0,0,0,0,0
1985-05-01,727410,99999,52.9,6,30.3,6,1023.6,6,967.4,6,9.9,6,6.0,6,8.9,999.9,68.0,,39.9,,0.0,G,999.9,0,0,0,0,0,0
1985-05-02,727410,99999,51.6,7,30.4,7,1024.7,7,967.8,7,9.9,7,3.3,7,9.9,999.9,64.9,,36.0,,0.0,D,999.9,0,0,0,0,0,0
1985-05-03,722950,23174,59.3,24,48.7,24,1014.9,24,1011.2,24,8.2,24,6.7,24,12.0,999.9,64.9,*,54.9,,0.0,D,999.9,0,0,0,0,0,0
1985-05-04,727410,99999,63.9,7,43.1,7,1011.3,7,956.4,7,9.9,7,10.7,7,20.0,999.9,73.0,,45.0,,0.0,D,999.9,0,0,0,0,1,0
1985-05-05,725020,14734,66.7,24,43.6,24,1015.4,24,1014.3,24,21.1,24,12.2,24,17.1,25.1,79.0,*,57.0,,0.0,G,999.9,0,0,0,0,0,0
1985-05-06,727410,99999,53.3,7,40.5,7,1012.6,7,957.1,7,9.9,7,3.6,7,9.9,999.9,69.1,,45.0,,0.45,G,999.9,0,1,0,0,0,0
1985-05-07,727410,99999,53.5,7,39.4,7,1017.3,7,961.4,7,9.9,7,6.7,7,9.9,999.9,64.9,,39.9,,0.22,G,999.9,0,0,0,0,0,0
1985-05-08,725020,14734,60.7,24,34.1,24,1016.5,24,1015.5,24,19.9,24,12.6,24,19.0,28.0,71.1,,54.0,,0.0,D,999.9,0,0,0,0,0,0
1985-05-09,725020,14734,56.6,24,31.3,24,1025.6,24,1024.6,24,15.0,24,8.2,24,12.0,999.9,66.9,,46.0,,0.0,D,999.9,0,0,0,0,0,0
1985-05-10,727410,99999,66.3,7,58.4,7,1008.3,7,953.8,7,9.9,7,8.3,7,14.0,999.9,79.0,,57.9,,1.2,G,999.9,0,0,0,0,1,0
1985-05-11,725020,14734,78.1,24,63.1,24,1016.1,24,1015.0,24,10.0,24,9.5,24,13.0,999.9,90.0,*,66.0,,0.0,D,999.9,0,0,0,0,0,0
1985-05-12,722950,23174,58.2,24,45.8,24,1015.6,24,1011.8,24,14.7,24,6.6,24,13.0,999.9,64.0,,53.4,,0.0,D,999.9,0,0,0,0,0,0
