Date,stn,wban,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,flag_max,min,flag_min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
1973-01-01,725020,14734,58.9,24,46.7,24,1015.8,24,1014.5,20,13.9,24,11.9,24,20.0,999.9,63.0,*,46.4,*,0.0,D,999.9,0,1,0,0,0,0
1973-01-02,725020,14734,41.0,24,23.9,24,1020.6,24,1019.6,24,18.6,24,11.4,24,21.0,29.9,48.0,*,35.1,*,0.0,D,999.9,0,0,0,0,0,0
1973-01-03,727410,99999,24.3,7,20.4,7,1017.5,7,9999.9,0,9.1,7,7.0,7,10.9,999.9,26.6,*,21.2,*,99.99,,999.9,0,0,1,0,0,0
1973-01-04,722950,23174,51.5,24,36.5,24,1013.6,24,1009.9,24,24.6,24,6.2,24,12.0,999.9,57.0,*,45.0,*,3.15,B,999.9,0,1,0,0,0,0
1973-01-05,727410,99999,-11.5,6,-24.1,6,1024.5,6,964.0,6,9.9,6,6.4,6,13.0,999.9,-2.2,*,-18.4,*,0.02,G,6.7,0,0,0,0,0,0
1973-01-06,727410,99999,-7.0,6,-18.4,6,1034.1,6,972.9,6,9.9,6,2.9,6,5.8,999.9,6.8,*,-16.6,*,0.0,I,6.7,0,0,0,0,0,0
1973-01-07,727410,99999,-8.4,7,-22.0,7,1038.8,7,977.5,7,9.9,7,2.1,7,4.9,999.9,5.0,*,-23.8,*,0.0,I,6.7,0,0,0,0,0,0
1973-01-08,727410,99999,-3.0,7,-14.8,7,1037.0,7,975.8,7,9.9,7,2.6,6,5.8,999.9,6.8,*,-14.8,*,0.0,I,6.3,0,0,0,0,0,0
1973-01-09,727410,99999,-8.4,7,-21.2,7,1030.2,7,969.4,7,9.9,7,7.3,7,11.8,999.9,-0.4,*,-16.6,*,0.0,I,6.3,0,0,0,0,0,0
1973-01-10,727410,99999,-6.3,7,-18.4,7,1019.3,7,959.1,7,9.1,7,7.8,7,9.9,999.9,1.4,*,-13.0,*,99.99,,999.9,0,0,1,0,0,0
1973-01-11,725020,14734,25.3,24,5.2,24,1017.0,24,1016.0,24,15.9,24,8.5,24,14.0,999.9,34.0,*,16.9,,0.0,A,999.9,0,0,0,0,0,0
1973-01-12,722950,23174,57.0,24,50.8,24,1024.6,24,1021.0,24,5.3,24,4.9,24,8.9,999.9,66.9,*,50.0,*,0.0,I,999.9,0,0,0,0,0,0
1973-01-13,722950,23174,60.3,24,51.4,24,1021.7,24,1018.1,24,8.5,24,4.6,24,8.9,999.9,75.9,*,52.0,*,0.0,I,999.9,1,0,0,0,0,0
1973-01-14,727410,99999,22.0,7,17.9,7,1010.5,7,953.0,7,8.8,7,4.7,7,7.0,999.9,28.4,*,15.8,*,1.1,A,5.9,0,0,1,0,0,0
1973-01-15,722950,23174,58.9,24,53.1,23,1019.3,23,1015.7,23,3.6,24,4.7,24,8.0,999.9,70.0,*,56.8,*,3.15,A,999.9,1,0,0,0,0,0
1973-01-16,722950,23174,56.7,24,51.4,23,1017.3,23,1013.7,23,8.4,24,5.8,24,12.0,19.8,59.0,*,55.9,*,99.99,,999.9,1,1,0,0,0,0
1973-01-17,727410,99999,37.1,7,32.8,7,1005.6,7,949.5,7,999.9,0,8.3,7,11.8,999.9,41.0,*,35.6,*,0.0,I,3.9,1,0,0,0,0,0
1973-01-18,727410,99999,41.3,6,39.2,6,1003.1,6,947.3,6,0.2,4,6.6,6,8.0,999.9,42.8,*,39.2,*,1.65,G,3.1,1,0,0,0,0,0
1973-01-19,727410,99999,19.4,6,12.5,6,1007.3,5,949.8,6,9.3,6,9.9,5,16.9,999.9,28.4,*,14.9,,0.0,G,5.9,0,1,1,0,0,0
1973-01-20,727410,99999,19.7,6,10.7,6,1020.1,6,961.8,6,9.9,6,7.5,6,11.8,999.9,26.6,*,17.6,*,0.0,A,999.9,0,0,0,0,0,0
1973-01-21,725020,14734,32.2,24,10.5,24,1020.5,24,1019.5,24,19.3,24,10.5,24,21.0,31.9,50.9,,25.0,,0.0,I,999.9,0,0,0,0,0,0
1973-01-22,727410,99999,27.2,6,22.7,6,1000.2,6,944.0,6,8.7,6,6.4,6,8.9,999.9,28.4,*,26.6,*,0.16,G,999.9,0,0,1,0,0,0
1973-01-23,722950,23174,53.2,24,26.7,24,1023.8,24,1020.2,24,19.7,24,5.3,24,15.0,999.9,64.0,*,41.0,*,0.0,I,999.9,0,0,0,0,0,0
1973-01-24,727410,99999,19.7,7,9.6,7,1012.0,7,954.2,7,10.9,7,5.3,7,7.0,999.9,37.4,*,8.6,*,0.94,G,3.1,0,0,0,0,0,0
1973-01-25,725020,14734,38.6,24,19.8,24,1016.1,24,1015.1,24,18.0,24,12.0,24,15.9,999.9,46.0,*,30.9,,0.0,I,999.9,0,0,0,0,0,0
1973-01-26,722950,23174,53.5,24,39.0,24,1018.2,24,1014.6,24,32.6,24,11.2,24,21.0,30.9,59.0,*,48.0,*,0.0,H,999.9,0,1,0,0,0,0
1973-01-27,725030,14732,40.3,24,33.6,24,1016.3,24,1015.3,24,4.2,24,7.7,24,16.9,25.8,43.0,*,36.9,*,0.04,G,999.9,1,1,0,0,0,0
1973-01-28,725020,14734,42.9,24,37.7,24,1010.8,24,1009.8,24,5.3,24,9.3,24,17.1,999.9,45.9,,39.9,,1.18,G,999.9,1,1,0,0,0,0
1973-01-29,727410,99999,6.3,7,-5.3,7,1025.8,7,966.5,7,9.9,7,5.5,7,10.9,999.9,19.4,*,-5.8,*,0.0,G,1.6,0,0,0,0,0,0
1973-01-30,727410,99999,10.4,7,2.9,7,1015.8,7,957.0,7,9.9,7,4.2,7,5.8,999.9,26.6,*,-2.2,*,0.83,A,1.6,0,0,0,0,0,0
1973-01-31,722950,23174,54.3,24,45.9,24,1012.4,24,1008.8,24,21.3,24,7.2,24,15.0,999.9,61.0,*,45.0,,0.08,G,999.9,0,0,0,0,0,0
1973-02-01,727410,99999,26.8,8,22.2,7,1012.9,8,955.5,8,3.7,7,8.0,8,14.0,999.9,28.4,*,26.6,*,1.06,A,1.6,1,1,1,0,0,0
1973-02-02,727410,99999,26.9,7,22.0,7,1007.2,7,950.5,7,8.8,7,12.3,7,17.9,999.9,28.4,*,26.6,*,0.47,G,3.9,0,0,1,0,0,0
1973-02-03,727410,99999,23.0,6,17.3,6,1011.9,6,954.6,6,9.9,6,7.8,6,10.9,999.9,28.4,*,17.6,*,0.08,G,3.9,0,0,0,0,0,0
1973-02-04,727410,99999,26.6,6,20.0,6,1012.0,6,954.7,6,9.9,6,4.2,6,7.0,999.9,35.6,*,17.6,*,0.0,G,3.5,0,0,0,0,0,0
1973-02-05,722950,23174,56.0,24,50.9,24,1019.3,24,1015.6,24,8.8,24,4.2,24,8.0,999.9,64.0,*,48.9,*,0.04,G,999.9,0,0,0,0,0,0
1973-02-06,727410,99999,25.7,4,21.2,4,1025.9,4,967.8,4,9.5,4,8.6,4,11.8,999.9,28.4,*,23.0,*,0.04,A,999.9,0,0,0,0,0,0
1973-02-07,722950,23174,58.4,24,55.8,21,1015.9,21,1012.3,21,9.0,24,7.2,24,10.1,14.0,64.0,*,55.9,*,1.73,G,999.9,1,1,0,0,0,0
1973-02-08,727410,99999,1.1,6,-10.9,6,1028.0,6,968.2,6,9.9,6,5.4,6,7.0,999.9,10.4,*,-9.4,*,0.59,G,2.8,0,0,0,0,0,0
1973-02-09,722950,23174,57.0,24,53.2,23,1020.1,23,1016.5,23,11.2,24,6.6,24,10.1,999.9,59.0,*,55.9,*,0.0,G,999.9,0,0,0,0,0,0
1973-02-10,722950,23174,55.8,24,52.4,23,1016.9,23,1013.3,23,10.3,24,6.3,24,14.0,999.9,57.9,*,54.9,*,0.08,G,999.9,1,1,0,0,0,0
1973-02-11,727410,99999,16.7,8,10.4,8,1026.1,8,967.1,8,9.9,8,10.5,8,20.0,999.9,26.6,*,8.6,*,0.0,I,2.8,0,0,0,0,0,0
1973-02-12,727410,99999,25.2,5,21.9,5,1020.9,5,963.1,5,9.9,5,9.5,5,13.0,999.9,35.6,*,19.4,*,1.1,G,2.8,0,0,0,0,0,0
1973-02-13,725020,14734,27.5,24,5.9,24,1025.6,24,1024.6,24,19.9,24,9.2,24,15.0,999.9,42.1,*,17.1,*,0.0,I,999.9,0,0,0,0,0,0
1973-02-14,722950,23174,55.1,24,49.5,22,1021.0,22,1017.4,22,11.6,24,6.8,24,14.0,999.9,61.0,*,50.0,*,0.24,G,999.9,0,1,0,0,0,0
1973-02-15,727410,99999,6.5,7,-5.0,7,1027.0,7,967.7,7,9.9,7,12.8,7,15.9,999.9,10.4,*,3.2,*,0.0,I,2.8,0,0,0,0,0,0
1973-02-16,722950,23174,58.3,24,43.2,24,1018.4,24,1014.8,24,12.6,24,6.2,24,14.0,999.9,72.0,*,46.9,*,4.72,A,999.9,0,0,0,0,0,0
1973-02-17,725020,14734,13.9,24,-4.2,24,1018.2,24,1017.2,24,15.2,24,17.2,24,20.0,26.8,21.9,*,7.9,,0.0,G,999.9,0,0,1,0,0,0
1973-02-18,727410,99999,16.2,8,10.2,8,1019.2,8,960.7,8,7.5,6,8.2,8,13.0,999.9,24.8,*,12.2,*,0.0,G,999.9,1,0,1,0,0,0
1973-02-19,725020,14734,31.1,24,12.8,24,1023.7,24,1022.7,23,14.3,24,8.5,24,15.9,999.9,43.0,*,20.8,,0.0,I,999.9,0,0,0,0,0,0
1973-02-20,725020,14734,40.3,24,22.6,24,1022.0,24,1021.0,24,10.1,24,6.5,24,12.0,999.9,52.0,*,32.0,,0.0,I,999.9,0,0,0,0,0,0
1973-02-21,727410,99999,17.9,7,11.4,7,1022.8,7,964.5,7,9.7,7,9.5,7,15.0,999.9,24.8,*,10.4,*,0.0,G,999.9,0,0,1,0,0,0
1973-02-22,727410,99999,20.4,7,15.5,7,1014.3,7,956.6,7,8.8,7,7.9,7,11.8,999.9,39.2,*,10.4,*,0.04,G,999.9,0,0,1,0,0,0
1973-02-23,722950,23174,59.7,24,53.9,24,1019.9,24,1016.3,24,9.8,24,6.2,24,10.1,999.9,68.0,*,55.0,*,0.0,I,999.9,1,0,0,0,0,0
1973-02-24,725030,14732,30.8,23,12.7,23,1015.7,23,1014.3,8,14.9,23,14.5,23,19.8,28.0,38.8,*,25.9,,0.0,I,999.9,0,0,0,0,0,0
1973-02-25,725020,14734,32.6,24,13.5,24,1029.4,24,1028.4,24,16.8,24,9.0,24,15.9,25.8,42.1,*,25.9,,0.0,I,999.9,0,0,0,0,0,0
1973-02-26,725020,14734,37.4,24,25.4,24,1028.0,24,1027.0,24,10.6,24,6.8,24,12.0,999.9,41.9,,36.0,,99.99,,999.9,1,1,1,0,1,0
1973-02-27,727410,99999,23.0,8,16.9,8,1028.5,8,970.0,8,9.9,8,7.7,8,10.9,999.9,30.2,*,19.4,*,0.98,G,2.4,0,0,0,0,0,0
1973-02-28,727410,99999,28.7,7,25.8,7,1021.0,7,963.2,7,999.9,0,7.6,7,13.0,999.9,30.2,*,28.4,*,1.18,G,2.4,1,0,0,0,0,0
1973-03-01,727410,99999,33.0,7,28.1,7,1016.6,7,959.5,7,3.7,6,4.1,7,8.0,999.9,37.4,*,30.2,*,1.38,G,2.4,1,0,0,0,0,0
1973-03-02,727410,99999,36.3,5,32.4,5,1020.9,5,963.9,5,9.9,5,5.3,5,8.0,999.9,39.2,*,33.8,*,0.0,G,999.9,0,0,0,0,0,0
1973-03-03,727410,99999,36.5,8,34.5,8,1018.9,8,961.9,8,3.8,8,5.6,8,9.9,999.9,39.2,*,33.8,*,0.0,I,1.6,1,0,0,0,0,0
1973-03-04,727410,99999,30.8,6,20.6,6,1022.5,6,965.1,6,9.9,6,5.1,6,7.0,999.9,39.2,*,19.4,*,0.0,I,1.6,0,0,0,0,0,0
1973-03-05,725020,14734,49.3,24,40.6,24,1025.3,24,1024.3,24,7.0,24,8.4,24,14.0,999.9,57.9,,45.0,,0.0,G,999.9,0,0,0,0,0,0
1973-03-06,727410,99999,34.0,8,30.9,8,1016.1,8,959.1,8,7.8,8,6.8,8,8.9,999.9,37.4,*,32.0,*,0.0,A,1.2,0,0,0,0,0,0
1973-03-07,722950,23174,55.6,24,46.6,23,1013.3,23,1009.7,23,21.3,24,9.0,24,15.9,21.0,62.1,*,46.9,*,0.08,G,999.9,0,1,0,0,0,0
1973-03-08,722950,23174,55.1,24,48.1,20,1013.2,20,1009.6,20,18.5,24,7.4,24,13.0,999.9,60.1,*,50.0,*,0.39,G,999.9,0,1,0,0,0,0
1973-03-09,727410,99999,30.9,8,23.2,8,1029.0,8,970.5,8,9.9,8,5.6,8,9.9,999.9,39.2,*,28.4,*,0.04,G,0.4,0,0,0,0,0,0
1973-03-10,725020,14734,48.9,24,33.8,24,1030.6,24,1029.6,24,9.4,24,7.8,24,12.0,999.9,65.8,,43.0,,0.0,I,999.9,0,0,0,0,0,0
1973-03-11,727410,99999,36.2,6,33.8,6,1000.2,6,944.3,6,9.0,6,8.0,6,9.9,999.9,37.4,*,33.8,*,1.1,G,999.9,0,1,0,0,1,0
1973-03-12,722950,23174,52.0,24,43.4,24,1008.0,24,1004.4,24,17.5,24,7.6,24,13.0,999.9,60.1,*,45.0,*,0.31,G,999.9,0,1,0,0,0,0
1973-03-13,725020,14734,55.7,24,38.8,24,1015.3,24,1014.2,24,19.9,24,12.3,24,18.1,24.9,68.0,,46.9,,0.24,G,999.9,0,0,0,0,0,0
1973-03-14,722950,23174,57.4,24,31.1,24,1010.5,24,1006.9,24,32.2,24,11.9,24,20.0,28.9,68.0,*,51.1,*,0.0,G,999.9,0,0,0,0,0,0
1973-03-15,725030,14732,41.3,23,36.6,23,1014.8,23,1013.7,23,7.2,23,9.6,23,15.0,999.9,43.0,*,39.9,*,0.08,G,999.9,1,1,0,0,0,0
1973-03-16,725020,14734,55.9,24,46.8,24,1009.2,24,1008.2,24,3.7,24,4.3,24,8.0,999.9,66.9,*,48.9,,0.0,G,999.9,1,0,0,0,0,0
1973-03-17,727410,99999,23.3,6,19.1,6,1014.9,6,957.4,6,9.6,6,9.7,6,14.0,999.9,24.8,*,21.2,*,0.08,G,999.9,0,0,1,0,0,0
1973-03-18,725020,14734,40.5,24,24.2,24,987.4,24,986.3,24,13.6,24,19.0,24,26.8,35.0,68.0,,34.0,,0.0,G,999.9,0,0,1,0,0,0
1973-03-19,727410,99999,27.4,7,13.7,7,1020.4,7,962.8,7,9.9,7,6.2,7,8.9,999.9,37.4,*,19.4,*,1.46,G,999.9,0,0,0,0,0,0
1973-03-20,725020,14734,40.8,24,20.3,24,1010.0,24,1009.0,24,19.9,24,13.5,24,17.1,24.9,50.0,*,34.0,,0.0,G,999.9,0,0,0,0,0,0
1973-03-21,725020,14734,39.2,24,19.6,24,1015.7,24,1014.6,23,17.2,24,10.3,24,15.9,999.9,50.0,,32.0,,0.0,I,999.9,0,0,0,0,0,0
1973-03-22,725020,14734,39.9,24,22.9,24,1014.6,24,1013.6,24,16.6,24,16.2,24,21.0,25.8,46.9,,36.9,,0.0,I,999.9,0,0,0,0,0,0
1973-03-23,725020,14734,44.5,24,16.0,24,1017.8,24,1016.8,24,18.6,24,16.5,24,21.0,24.9,59.0,*,34.9,,0.87,A,999.9,0,0,0,0,0,0
1973-03-24,725020,14734,50.4,24,16.8,24,1021.9,24,1021.2,22,19.9,24,8.7,24,14.0,999.9,66.9,*,36.0,,0.0,I,999.9,0,0,0,0,0,0
1973-03-25,725020,14734,52.8,24,24.2,24,1016.5,24,1015.4,24,13.1,24,4.7,24,8.0,999.9,68.0,,41.9,,0.0,I,999.9,0,0,0,0,0,0
1973-03-26,727410,99999,42.8,7,26.3,6,1013.4,7,957.1,7,9.9,7,6.7,7,11.8,999.9,53.6,*,32.0,*,0.0,I,999.9,0,0,0,0,0,0
1973-03-27,727410,99999,46.7,7,23.5,7,1013.8,7,957.1,7,9.9,7,8.1,7,13.0,999.9,57.2,*,33.8,*,0.0,I,999.9,0,0,0,0,0,0
1973-03-28,727410,99999,49.5,8,30.9,8,1011.7,8,955.9,8,9.9,8,5.4,8,8.9,999.9,55.4,*,42.8,*,0.0,I,999.9,0,0,0,0,0,0
1973-03-29,725030,14732,42.6,23,30.2,23,1027.1,22,1026.0,22,9.6,23,6.9,23,9.9,999.9,50.0,*,36.9,*,0.0,G,999.9,0,0,0,0,0,0
1973-03-30,727410,99999,44.0,6,31.6,5,1020.5,6,963.1,6,9.9,6,5.1,6,7.0,999.9,55.4,*,33.8,*,0.0,G,999.9,0,0,0,0,0,0
1973-03-31,722950,23174,56.6,24,49.9,24,1019.0,24,1015.3,24,11.0,24,6.6,24,13.0,999.9,63.0,*,51.1,*,0.0,I,999.9,0,0,0,0,0,0
1973-04-01,725030,14732,44.0,23,41.4,23,1013.5,23,1012.5,23,2.9,23,13.9,23,17.1,999.9,46.0,*,41.9,*,0.94,G,999.9,1,1,0,0,0,0
1973-04-02,722950,23174,59.7,24,32.7,24,1019.9,24,1016.2,24,33.7,24,16.2,24,24.1,34.0,66.9,*,52.0,*,0.0,I,999.9,0,0,0,0,0,0
1973-04-03,727410,99999,33.8,5,27.0,5,1012.0,5,955.5,5,8.2,4,10.3,5,13.0,999.9,35.6,*,32.0,*,0.0,G,999.9,0,0,1,0,0,0
1973-04-04,727410,99999,35.0,6,24.2,6,1014.1,6,957.5,6,9.9,6,9.9,6,15.0,999.9,37.4,*,30.2,*,0.0,G,999.9,0,0,0,0,0,0
1973-04-05,727410,99999,30.7,8,21.0,8,1010.9,8,954.2,8,9.9,8,5.8,8,15.0,999.9,37.4,*,21.2,*,0.0,G,999.9,0,0,0,0,0,0
1973-04-06,725020,14734,50.1,24,31.8,24,1009.3,24,1008.3,24,16.1,24,15.1,24,21.0,28.9,62.1,*,38.8,,0.0,G,999.9,0,0,0,0,0,0
1973-04-07,725020,14734,55.2,24,35.8,24,1011.4,24,1010.4,24,15.9,24,8.6,24,13.0,999.9,66.0,*,45.0,,0.0,I,999.9,0,0,0,0,0,0
1973-04-08,727410,99999,27.0,8,16.9,8,1022.0,8,964.4,8,9.9,8,10.6,8,13.0,999.9,32.0,*,23.0,*,0.0,I,999.9,0,0,0,0,0,0
1973-04-09,725020,14734,44.3,24,24.3,24,1017.2,24,1016.2,24,16.2,24,7.6,24,10.1,999.9,51.1,*,36.0,,0.2,G,999.9,0,0,0,0,0,0
1973-04-10,725020,14734,49.9,24,38.9,24,1002.9,24,1001.9,24,13.9,24,13.0,24,20.0,30.9,55.9,*,45.0,,0.43,G,999.9,1,1,0,0,0,0
1973-04-11,727410,99999,32.6,6,24.8,6,1012.7,6,955.7,6,9.9,6,7.5,6,10.9,999.9,42.8,*,19.4,*,1.61,G,999.9,0,0,0,0,0,0
1973-04-12,725020,14734,41.6,24,20.8,24,1011.7,24,1010.7,23,17.3,24,11.8,24,17.1,999.9,48.0,*,30.9,,0.31,A,999.9,0,0,0,0,0,0
1973-04-13,725020,14734,42.4,24,20.5,24,1016.7,24,1015.7,24,19.1,24,12.0,24,15.9,21.0,48.9,*,34.9,,0.0,I,999.9,0,0,0,0,0,0
1973-04-14,727410,99999,46.4,7,31.2,7,1019.5,7,963.0,7,9.9,7,10.6,7,18.8,999.9,62.6,*,35.6,*,1.97,G,999.9,0,0,0,0,0,0
1973-04-15,725020,14734,50.0,24,29.1,24,1030.7,24,1029.6,24,16.1,24,7.4,24,14.0,999.9,66.0,*,36.9,,0.0,I,999.9,0,0,0,0,0,0
1973-04-16,725030,14732,55.3,22,31.2,22,1029.5,22,1028.5,22,10.6,22,11.0,22,15.9,21.0,70.9,*,45.9,*,0.0,I,999.9,0,0,0,0,0,0
1973-04-17,725020,14734,62.6,24,48.9,24,1023.0,24,1022.0,24,11.9,24,11.3,24,15.9,21.0,74.8,,56.8,,0.0,I,999.9,0,0,0,0,0,0
1973-04-18,722950,23174,58.0,24,43.7,24,1012.6,24,1009.0,24,19.0,24,10.4,24,19.0,24.9,64.9,*,52.0,*,0.0,G,999.9,0,0,0,0,0,0
1973-04-19,725020,14734,70.1,24,53.3,24,1023.1,24,1022.1,24,12.2,24,6.4,24,14.0,999.9,80.1,*,61.0,,0.0,A,999.9,0,0,0,0,0,0
1973-04-20,722950,23174,61.9,24,37.9,24,1010.4,24,1006.8,24,24.5,24,10.7,24,20.0,25.8,68.0,*,52.0,*,0.0,I,999.9,0,0,0,0,0,0
1973-04-21,725030,14732,51.6,24,37.2,24,1032.0,24,1031.0,24,13.6,24,9.2,24,15.0,999.9,60.1,*,45.9,*,0.0,G,999.9,0,0,0,0,0,0
1973-04-22,725020,14734,67.4,24,52.9,24,1018.0,24,1017.0,24,12.0,24,10.2,24,15.9,999.9,84.9,*,55.9,,0.0,I,999.9,0,0,0,0,0,0
1973-04-23,727410,99999,36.1,7,27.1,7,1010.9,7,954.7,6,9.9,7,5.9,7,8.0,999.9,39.2,*,33.8,*,1.69,G,999.9,0,0,0,0,0,0
1973-04-24,727410,99999,38.6,6,27.2,6,1015.9,6,959.1,6,9.9,6,3.6,6,5.8,999.9,48.2,*,30.2,*,1.93,G,999.9,0,0,0,0,0,0
1973-04-25,722950,23174,57.2,24,51.4,23,1013.2,23,1009.7,23,4.3,24,6.9,24,12.0,999.9,61.9,*,52.9,*,0.0,I,999.9,0,0,0,0,0,0
1973-04-26,727410,99999,42.2,6,27.5,6,1020.2,6,963.7,6,9.9,6,5.2,6,8.0,999.9,53.6,*,30.2,*,0.0,G,999.9,0,0,0,0,0,0
1973-04-27,727410,99999,41.6,6,23.4,5,1017.9,6,961.3,6,9.9,6,6.1,6,8.9,999.9,48.2,*,30.2,*,1.81,G,999.9,0,0,0,0,0,0
1973-04-28,727410,99999,39.2,7,20.0,6,1014.9,7,958.3,7,9.9,6,5.9,6,8.9,999.9,48.2,*,28.4,*,1.89,G,999.9,0,1,0,0,0,0
1973-04-29,727410,99999,45.2,6,26.0,6,1013.5,6,957.2,6,9.9,6,6.9,6,11.8,999.9,55.4,*,33.8,*,0.0,G,999.9,0,0,0,0,0,0
1973-04-30,725020,14734,55.9,24,34.4,24,1019.5,24,1018.5,24,17.5,24,6.9,24,15.0,999.9,66.9,*,45.0,,0.0,I,999.9,0,0,0,0,0,0
1973-05-01,722950,23174,57.9,24,48.0,24,1017.8,24,1014.2,24,13.5,24,6.0,24,14.0,999.9,64.9,*,53.1,*,0.0,I,999.9,0,0,0,0,0,0
1973-05-02,727410,99999,34.6,7,30.2,7,1009.9,7,953.4,7,6.7,7,8.3,7,10.9,999.9,39.2,*,32.0,*,0.51,G,999.9,0,1,1,1,0,0
1973-05-03,727410,99999,32.5,7,25.6,7,1015.8,7,958.7,7,7.4,7,9.8,7,15.0,999.9,37.4,*,30.2,*,0.12,G,999.9,0,0,1,0,0,0
1973-05-04,727410,99999,40.5,8,22.3,8,1021.7,8,964.8,8,9.9,8,5.5,8,8.9,999.9,51.8,*,30.2,*,1.97,G,999.9,0,0,0,0,0,0
1973-05-05,725020,14734,50.0,24,34.4,24,1009.1,24,1008.1,24,19.9,24,11.1,24,17.1,999.9,63.0,,46.9,,0.0,G,999.9,0,0,0,0,0,0
1973-05-06,725030,14732,54.9,23,35.5,23,1015.7,23,1014.6,23,14.9,23,11.9,22,15.0,999.9,66.0,*,46.9,*,0.0,G,999.9,0,0,0,0,0,0
1973-05-07,725020,14734,58.8,24,42.7,24,1024.3,24,1023.2,24,13.4,24,7.6,24,13.0,999.9,70.0,,50.0,,0.0,I,999.9,0,0,0,0,0,0
1973-05-08,722950,23174,59.2,24,52.9,24,1015.9,24,1012.3,24,6.5,24,5.7,24,13.0,999.9,66.0,*,55.0,*,0.0,I,999.9,0,0,0,0,0,0
1973-05-09,722950,23174,60.7,24,55.1,23,1014.5,23,1010.9,23,3.5,24,6.0,24,12.0,999.9,66.9,*,55.9,*,0.0,I,999.9,1,0,0,0,0,0
1973-05-10,725030,14732,60.9,24,56.1,24,1011.4,24,1010.4,24,2.1,24,6.9,24,13.0,999.9,77.9,,55.4,,0.04,G,999.9,1,0,0,0,0,0
1973-05-11,725020,14734,65.8,24,53.6,24,1005.5,24,1004.4,24,8.2,24,7.1,24,15.0,23.9,75.0,*,57.9,,0.08,G,999.9,1,1,0,0,1,0
1973-05-12,727410,99999,41.5,7,35.3,6,1013.5,7,957.4,7,9.9,7,6.6,6,9.9,999.9,48.2,*,35.6,*,0.2,G,999.9,0,1,0,0,0,0
1973-05-13,725020,14734,58.6,24,45.0,24,1014.1,24,1013.1,24,17.7,24,9.9,24,18.1,999.9,72.0,,48.9,,0.16,C,999.9,0,0,0,0,0,0
1973-05-14,725030,14732,59.0,23,41.5,23,1022.2,23,1021.1,23,11.1,23,8.9,23,14.0,999.9,66.9,*,52.0,*,0.0,G,999.9,0,0,0,0,0,0
1973-05-15,727410,99999,50.5,7,29.4,7,1019.0,7,962.8,7,9.9,7,9.3,7,24.9,999.9,68.0,*,33.8,*,0.0,I,999.9,0,0,0,0,0,0
1973-05-16,722950,23174,60.4,24,55.8,24,1020.7,24,1017.1,24,4.1,24,7.8,24,13.0,999.9,66.9,*,57.9,*,0.0,I,999.9,1,0,0,0,0,0
1973-05-17,725020,14734,59.3,24,45.5,24,1009.6,24,1008.5,24,12.5,24,9.5,24,18.1,22.0,68.0,,50.0,,0.0,G,999.9,0,0,0,0,0,0
1973-05-18,722950,23174,59.4,24,55.6,23,1016.6,23,1013.0,23,1.9,24,5.8,24,10.1,999.9,66.0,*,56.8,*,99.99,,999.9,1,1,0,0,0,0
1973-05-19,727410,99999,53.1,7,42.0,7,1006.6,7,951.6,7,9.9,7,4.7,7,5.8,999.9,62.6,*,42.8,*,5.12,G,999.9,0,0,0,0,0,0
1973-05-20,727410,99999,55.4,7,43.8,7,1012.3,7,956.7,7,9.9,7,2.9,7,7.0,999.9,69.8,*,42.8,*,0.0,G,999.9,0,0,0,0,0,0
1973-05-21,727410,99999,61.3,7,42.8,7,1011.3,7,956.4,7,9.9,7,4.7,7,5.8,999.9,69.8,*,48.2,*,0.0,I,999.9,0,0,0,0,0,0
1973-05-22,722950,23174,60.1,24,52.1,24,1013.8,24,1010.2,24,6.4,24,6.7,24,12.0,999.9,66.9,*,55.0,*,6.69,A,999.9,0,0,0,0,0,0
1973-05-23,722950,23174,61.0,24,53.1,23,1014.3,23,1010.7,23,5.3,24,7.0,24,13.0,999.9,69.1,*,55.9,*,0.0,I,999.9,0,0,0,0,0,0
1973-05-24,725030,14732,55.9,24,50.7,24,1008.5,24,1007.4,24,8.2,24,11.0,24,17.1,22.9,61.0,*,52.9,*,0.47,G,999.9,1,1,0,0,0,0
1973-05-25,725020,14734,55.9,24,49.2,24,1011.5,24,1010.5,24,10.2,24,10.8,24,15.0,999.9,59.0,*,54.0,,0.02,B,999.9,0,1,0,0,0,0
1973-05-26,725030,14732,54.3,24,45.2,24,1014.8,24,1013.7,24,10.6,24,11.0,24,14.0,999.9,57.9,*,50.9,*,0.0,G,999.9,0,1,0,0,0,0
1973-05-27,727410,99999,56.9,6,47.0,6,1005.4,6,950.6,6,9.9,6,6.7,6,11.8,999.9,64.4,*,51.8,*,5.51,G,999.9,0,0,0,0,0,0
1973-05-28,727410,99999,57.2,8,45.7,8,1001.4,8,946.8,7,9.9,8,6.0,8,11.8,999.9,62.6,*,53.6,*,0.0,I,999.9,0,0,0,0,0,0
1973-05-29,727410,99999,54.2,6,32.3,6,1010.9,6,955.6,6,9.9,6,3.9,6,5.8,999.9,64.4,*,42.8,*,0.0,I,999.9,0,0,0,0,0,0
1973-05-30,727410,99999,55.7,7,33.2,6,1015.3,7,959.7,7,9.9,7,3.6,7,8.9,999.9,75.2,*,35.6,*,0.0,I,999.9,0,0,0,0,0,0
